@relation skin
@attribute 0 numeric
@attribute 1 numeric
@attribute class {0,1}
@data
0 0.00390625 0
0.476562 0.332031 0
0.652344 0.203125 0
0.898438 0.0703125 0
0.0117188 0.914062 0
0.226562 0.328125 0
0.34375 0.332031 0
0.0429688 0.046875 0
0.460938 0.292969 1
0.546875 0.257812 1
0.355469 0.308594 0
0.484375 0.285156 0
0.335938 0.324219 0
0.457031 0.273438 1
0.277344 0.28125 0
0.542969 0.226562 1
0.371094 0.34375 0
0.480469 0.300781 1
0.550781 0.273438 1
0.253906 0.359375 0
0.34375 0.316406 0
0.128906 0.234375 0
0.472656 0.304688 1
0.558594 0.269531 1
0.304688 0.328125 0
0.046875 0.9375 0
0.929688 0.0429688 0
0.09375 0.0742188 0
0.332031 0.410156 0
0.488281 0.28125 1
0.390625 0.324219 1
0.335938 0.328125 0
0.832031 0.121094 0
0.574219 0.285156 1
0.464844 0.3125 1
0.378906 0.320312 0
0.417969 0.367188 0
0.0234375 0.4375 0
0.1875 0.128906 0
0.0273438 0.945312 0
0.484375 0.0820312 0
0.316406 0.332031 0
0.4375 0.289062 1
0.574219 0.214844 0
0.253906 0.328125 0
0.390625 0.3125 1
0.355469 0.324219 0
0.421875 0.308594 0
0.609375 0.253906 0
0 1 0
0.28125 0.359375 0
0.449219 0.335938 1
0.304688 0.34375 0
0.472656 0.296875 1
0.316406 0.324219 0
0.0859375 0.875 0
0.296875 0.511719 0
0.09375 0.425781 0
0.503906 0.261719 0
0.160156 0.359375 0
0.339844 0.304688 0
0.433594 0.285156 1
0.535156 0.242188 1
